text,opinion,source,target,expression,polarity
"Комитет защиты Леонарда Пелтиера, активиста Движения американских индейцев 70-х годов прошлого века, отбывающего два пожизненных заключения в США по обвинению в убийстве двух агентов Федерального бюро расследований (ФБР) во время перестрелки 26 июня 1975 года на территории индейской резервации Пайн-Ридж в штате Южная Дакота, распространил вчера сообщение для печати, в котором говорится, что вождь Пляски Солнца из племени чокто Бен Карнс намерен провести с 5 по 12 сентября этого года голодовку, стоя перед Белым домом в Вашингтоне, в надежде добиться встречи с президентом Обамой.","{'Source': [['Леонарда Пелтиера'], ['15:32']], 'Target': [['американских индейцев'], ['53:74']], 'Polar_expression': [['активиста'], ['34:43']], 'Polarity': 'POS'}",Леонарда Пелтиера,американских индейцев,активиста,POS
"Комитет защиты Леонарда Пелтиера, активиста Движения американских индейцев 70-х годов прошлого века, отбывающего два пожизненных заключения в США по обвинению в убийстве двух агентов Федерального бюро расследований (ФБР) во время перестрелки 26 июня 1975 года на территории индейской резервации Пайн-Ридж в штате Южная Дакота, распространил вчера сообщение для печати, в котором говорится, что вождь Пляски Солнца из племени чокто Бен Карнс намерен провести с 5 по 12 сентября этого года голодовку, стоя перед Белым домом в Вашингтоне, в надежде добиться встречи с президентом Обамой.","{'Source': [['Леонарда Пелтиера'], ['15:32']], 'Target': [['агентов Федерального бюро расследований'], ['175:214']], 'Polar_expression': [['убийстве'], ['161:169']], 'Polarity': 'NEG'}",Леонарда Пелтиера,агентов Федерального бюро расследований,убийстве,NEG
"Комитет защиты Леонарда Пелтиера, активиста Движения американских индейцев 70-х годов прошлого века, отбывающего два пожизненных заключения в США по обвинению в убийстве двух агентов Федерального бюро расследований (ФБР) во время перестрелки 26 июня 1975 года на территории индейской резервации Пайн-Ридж в штате Южная Дакота, распространил вчера сообщение для печати, в котором говорится, что вождь Пляски Солнца из племени чокто Бен Карнс намерен провести с 5 по 12 сентября этого года голодовку, стоя перед Белым домом в Вашингтоне, в надежде добиться встречи с президентом Обамой.","{'Source': [['Леонарда Пелтиера'], ['15:32']], 'Target': [['Движения американских индейцев'], ['44:74']], 'Polar_expression': [['активиста'], ['34:43']], 'Polarity': 'POS'}",Леонарда Пелтиера,Движения американских индейцев,активиста,POS
"Комитет защиты Леонарда Пелтиера, активиста Движения американских индейцев 70-х годов прошлого века, отбывающего два пожизненных заключения в США по обвинению в убийстве двух агентов Федерального бюро расследований (ФБР) во время перестрелки 26 июня 1975 года на территории индейской резервации Пайн-Ридж в штате Южная Дакота, распространил вчера сообщение для печати, в котором говорится, что вождь Пляски Солнца из племени чокто Бен Карнс намерен провести с 5 по 12 сентября этого года голодовку, стоя перед Белым домом в Вашингтоне, в надежде добиться встречи с президентом Обамой.","{'Source': [['NULL'], ['0:0']], 'Target': [['Леонарда Пелтиера'], ['15:32']], 'Polar_expression': [['убийстве двух агентов Федерального бюро расследований'], ['161:214']], 'Polarity': 'NEG'}",NULL,Леонарда Пелтиера,убийстве двух агентов Федерального бюро расследований,NEG
"Комитет защиты Леонарда Пелтиера, активиста Движения американских индейцев 70-х годов прошлого века, отбывающего два пожизненных заключения в США по обвинению в убийстве двух агентов Федерального бюро расследований (ФБР) во время перестрелки 26 июня 1975 года на территории индейской резервации Пайн-Ридж в штате Южная Дакота, распространил вчера сообщение для печати, в котором говорится, что вождь Пляски Солнца из племени чокто Бен Карнс намерен провести с 5 по 12 сентября этого года голодовку, стоя перед Белым домом в Вашингтоне, в надежде добиться встречи с президентом Обамой.","{'Source': [['NULL'], ['0:0']], 'Target': [['Леонарда Пелтиера'], ['15:32']], 'Polar_expression': [['обвинению'], ['149:158']], 'Polarity': 'NEG'}",NULL,Леонарда Пелтиера,обвинению,NEG
"В пресс-релизе говорится, что Леонард Пелтиер стал для всего мира символом несправедливости американской судебной системы в силу наличия множества сомнений в справедливости его осуждения в 1977 году.","{'Source': [['NULL'], ['0:0']], 'Target': [['Леонард Пелтиер'], ['30:45']], 'Polar_expression': [['символом несправедливости американской судебной системы'], ['66:121']], 'Polarity': 'POS'}",NULL,Леонард Пелтиер,символом несправедливости американской судебной системы,POS
"В пресс-релизе говорится, что Леонард Пелтиер стал для всего мира символом несправедливости американской судебной системы в силу наличия множества сомнений в справедливости его осуждения в 1977 году.","{'Source': [['NULL'], ['0:0']], 'Target': [['Леонард Пелтиер'], ['30:45']], 'Polar_expression': [['сомнений в справедливости его осуждения'], ['147:186']], 'Polarity': 'POS'}",NULL,Леонард Пелтиер,сомнений в справедливости его осуждения,POS
"Вождь Карнс известен тем, что в 1987 году ему была присуждена награда в области прав человека штатом Оклахома, где проживает несколько десятков индейских племён, в том числе и его родное племя чокто, а Пляска Солнца является одним из важнейших обрядов племён Великих равнин.","{'Source': [['Оклахома'], ['101:109']], 'Target': [['Карнс'], ['6:11']], 'Polar_expression': [['присуждена награда в области прав человека'], ['51:93']], 'Polarity': 'POS'}",Оклахома,Карнс,присуждена награда в области прав человека,POS
Свыше 28 последних лет вождь прилагает много усилий ради достижения освобождения Пелтиера и является членом Комитета защиты Леонарда Пелтиера.,"{'Source': [['Комитета защиты Леонарда Пелтиера'], ['108:141']], 'Target': [['Леонарда Пелтиера'], ['124:141']], 'Polar_expression': [['защиты'], ['117:123']], 'Polarity': 'POS'}",Комитета защиты Леонарда Пелтиера,Леонарда Пелтиера,защиты,POS
Свыше 28 последних лет вождь прилагает много усилий ради достижения освобождения Пелтиера и является членом Комитета защиты Леонарда Пелтиера.,"{'Source': [['вождь'], ['23:28']], 'Target': [['Пелтиера'], ['81:89']], 'Polar_expression': [['прилагает много усилий ради достижения освобождения'], ['29:80']], 'Polarity': 'POS'}",вождь,Пелтиера,прилагает много усилий ради достижения освобождения,POS
Свыше 28 последних лет вождь прилагает много усилий ради достижения освобождения Пелтиера и является членом Комитета защиты Леонарда Пелтиера.,"{'Source': [['вождь'], ['23:28']], 'Target': [['Пелтиера'], ['81:89']], 'Polar_expression': [['защиты'], ['117:123']], 'Polarity': 'POS'}",вождь,Пелтиера,защиты,POS
Свыше 28 последних лет вождь прилагает много усилий ради достижения освобождения Пелтиера и является членом Комитета защиты Леонарда Пелтиера.,"{'Source': [['вождь'], ['23:28']], 'Target': [['Леонарда Пелтиера'], ['124:141']], 'Polar_expression': [['защиты'], ['117:123']], 'Polarity': 'POS'}",вождь,Леонарда Пелтиера,защиты,POS
Свыше 28 последних лет вождь прилагает много усилий ради достижения освобождения Пелтиера и является членом Комитета защиты Леонарда Пелтиера.,"{'Source': [['Комитета защиты Леонарда Пелтиера'], ['108:141']], 'Target': [['Пелтиера'], ['81:89']], 'Polar_expression': [['защиты'], ['117:123']], 'Polarity': 'POS'}",Комитета защиты Леонарда Пелтиера,Пелтиера,защиты,POS
22 марта 2015 года в московской больнице на 82-м году жизни умер писатель-сатирик Аркадий Арканов.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
В последнее время 81-летний писатель тяжело болел.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Первый раз писателю стало плохо 13 марта 2015 году.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Приехавшая кардиологическая бригада скорой помощи оказала всю необходимую помощь и оставила Арканова дома под наблюдением близких.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"На следующий день в субботу приступ повторился и врачи увезли Арканова в Центральную клиническую больницу, где он через неделю скончался.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Друзья Арканова скорбят о потере и приносят соболезнования родным.,"{'Source': [['Друзья Арканова'], ['0:15']], 'Target': [['Арканова'], ['7:15']], 'Polar_expression': [['приносят соболезнования родным'], ['35:65']], 'Polarity': 'POS'}",Друзья Арканова,Арканова,приносят соболезнования родным,POS
Друзья Арканова скорбят о потере и приносят соболезнования родным.,"{'Source': [['Друзья Арканова'], ['0:15']], 'Target': [['Арканова'], ['7:15']], 'Polar_expression': [['Друзья'], ['0:6']], 'Polarity': 'POS'}",Друзья Арканова,Арканова,Друзья,POS
Писатель-сатирик Лион Измайлов говорит: Мне как будто колуном по голове ударили.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Когда у меня все было плохо, я встречался с Аркадием, и после разговора с ним на душе всегда легчало.","{'Source': [['NULL'], ['0:0']], 'Target': [['Аркадием'], ['44:52']], 'Polar_expression': [['душе всегда легчало'], ['81:100']], 'Polarity': 'POS'}",NULL,Аркадием,душе всегда легчало,POS
Аркадий Арканов родился 7 июня 1933 года в Киеве.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"В начале войны в 1941 году вместе с мамой и младшим братом эвакуирован в Красноярск, где пошёл в школу.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"После в апреле 1943 года переехали к отцу в Москву, где тот работал в течение всей войны.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Дебютировал как писатель в 1963 году в журнале «Юность».,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
С 1968 года Арканова приняли в Союз советских писателей.,"{'Source': [['Союз советских писателей'], ['31:55']], 'Target': [['Арканова'], ['12:20']], 'Polar_expression': [['приняли'], ['21:28']], 'Polarity': 'POS'}",Союз советских писателей,Арканова,приняли,POS
"Писатель-сатирик и драматург написал около полутора десятков книг и пьес, поставленных на сцене Театра сатиры в Москве.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Кроме художественной прозы писал сатирические монологи, юморески и сценарии для номеров, с которыми выступали на эстраде известные советские и российские юмористы, а также сам Арканов.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Арканов'], ['176:183']], 'Polar_expression': [['известные'], ['121:130']], 'Polarity': 'POS'}",AUTHOR,Арканов,известные,POS
"Кроме художественной прозы писал сатирические монологи, юморески и сценарии для номеров, с которыми выступали на эстраде известные советские и российские юмористы, а также сам Арканов.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['юмористы'], ['154:162']], 'Polar_expression': [['известные'], ['121:130']], 'Polarity': 'POS'}",AUTHOR,юмористы,известные,POS
Концерт Rolling Stones в Гаване собрал 500 тысяч зрителей,"{'Source': [['NULL'], ['0:0']], 'Target': [['Rolling Stones'], ['8:22']], 'Polar_expression': [['собрал 500 тысяч зрителей'], ['32:57']], 'Polarity': 'POS'}",NULL,Rolling Stones,собрал 500 тысяч зрителей,POS
"25 марта 2016 года концерт группы ''The Rolling Stones'' в Гавене собрал до 500 тысяч зрителей и стал самым массовым зрелищем на Кубе со времён революции, произошедшей там в 1959 году.","{'Source': [['Кубе'], ['129:133']], 'Target': [['The Rolling Stones'], ['36:54']], 'Polar_expression': [['самым массовым зрелищем'], ['102:125']], 'Polarity': 'POS'}",Кубе,The Rolling Stones,самым массовым зрелищем,POS
"25 марта 2016 года концерт группы ''The Rolling Stones'' в Гавене собрал до 500 тысяч зрителей и стал самым массовым зрелищем на Кубе со времён революции, произошедшей там в 1959 году.","{'Source': [['NULL'], ['0:0']], 'Target': [['The Rolling Stones'], ['36:54']], 'Polar_expression': [['собрал до 500 тысяч зрителей'], ['66:94']], 'Polarity': 'POS'}",NULL,The Rolling Stones,собрал до 500 тысяч зрителей,POS
"И, как и в их песне ''Time Is On My Side'' (Время работает на меня), участники группы ''Rolling Stones'' наконец дожили до того дня, когда Куба изменила свое отношение к их легендарной музыке.","{'Source': [['Куба'], ['139:143']], 'Target': [['Rolling Stones'], ['88:102']], 'Polar_expression': [['легендарной'], ['173:184']], 'Polarity': 'POS'}",Куба,Rolling Stones,легендарной,POS
"И, как и в их песне ''Time Is On My Side'' (Время работает на меня), участники группы ''Rolling Stones'' наконец дожили до того дня, когда Куба изменила свое отношение к их легендарной музыке.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Rolling Stones'], ['88:102']], 'Polar_expression': [['легендарной'], ['173:184']], 'Polarity': 'POS'}",AUTHOR,Rolling Stones,легендарной,POS
"Все это время музыка ''Rolling Stones'' была запрещена на коммунистическом острове, потому что она считалась подрывающей устои социализма, однако в пятницу вечером эта группа дала исторический, бесплатный концерт в Гаване, на котором присутствовали до полумиллиона ликующих поклонников.","{'Source': [['NULL'], ['0:0']], 'Target': [['Rolling Stones'], ['23:37']], 'Polar_expression': [['подрывающей устои социализма'], ['109:137']], 'Polarity': 'NEG'}",NULL,Rolling Stones,подрывающей устои социализма,NEG
"Все это время музыка ''Rolling Stones'' была запрещена на коммунистическом острове, потому что она считалась подрывающей устои социализма, однако в пятницу вечером эта группа дала исторический, бесплатный концерт в Гаване, на котором присутствовали до полумиллиона ликующих поклонников.","{'Source': [['NULL'], ['0:0']], 'Target': [['Rolling Stones'], ['23:37']], 'Polar_expression': [['запрещена'], ['45:54']], 'Polarity': 'NEG'}",NULL,Rolling Stones,запрещена,NEG
"Все это время музыка ''Rolling Stones'' была запрещена на коммунистическом острове, потому что она считалась подрывающей устои социализма, однако в пятницу вечером эта группа дала исторический, бесплатный концерт в Гаване, на котором присутствовали до полумиллиона ликующих поклонников.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Rolling Stones'], ['23:37']], 'Polar_expression': [['ликующих поклонников'], ['265:285']], 'Polarity': 'POS'}",AUTHOR,Rolling Stones,ликующих поклонников,POS
"Все это время музыка ''Rolling Stones'' была запрещена на коммунистическом острове, потому что она считалась подрывающей устои социализма, однако в пятницу вечером эта группа дала исторический, бесплатный концерт в Гаване, на котором присутствовали до полумиллиона ликующих поклонников.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Rolling Stones'], ['23:37']], 'Polar_expression': [['исторический'], ['180:192']], 'Polarity': 'POS'}",AUTHOR,Rolling Stones,исторический,POS
"Мик Джаггер вышел на сцену под музыку песни ''Jumpin’ Jack Flash'', с которой начался концерт.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Ещё подростком, в 1960-е годы он стал фанатом этой группы.","{'Source': [['NULL'], ['0:0']], 'Target': [['группы'], ['51:57']], 'Polar_expression': [['фанатом'], ['38:45']], 'Polarity': 'POS'}",NULL,группы,фанатом,POS
"В те времена коммунистическое правительство Кубы с большим подозрением относилось к американским и британским группам, и ему приходилось прятать свои пластинки ''The Beatles'' и ''The Rolling Stones'' в обложках «правильных», революционных кубинских исполнителей.","{'Source': [['правительство Кубы'], ['30:48']], 'Target': [['The Beatles'], ['162:173']], 'Polar_expression': [['большим подозрением'], ['51:70']], 'Polarity': 'NEG'}",правительство Кубы,The Beatles,большим подозрением,NEG
"В те времена коммунистическое правительство Кубы с большим подозрением относилось к американским и британским группам, и ему приходилось прятать свои пластинки ''The Beatles'' и ''The Rolling Stones'' в обложках «правильных», революционных кубинских исполнителей.","{'Source': [['правительство Кубы'], ['30:48']], 'Target': [['The Rolling Stones'], ['180:198']], 'Polar_expression': [['большим подозрением'], ['51:70']], 'Polarity': 'NEG'}",правительство Кубы,The Rolling Stones,большим подозрением,NEG
"В те времена коммунистическое правительство Кубы с большим подозрением относилось к американским и британским группам, и ему приходилось прятать свои пластинки ''The Beatles'' и ''The Rolling Stones'' в обложках «правильных», революционных кубинских исполнителей.","{'Source': [['правительство Кубы'], ['30:48']], 'Target': [['исполнителей'], ['250:262']], 'Polar_expression': [['правильных'], ['213:223']], 'Polarity': 'POS'}",правительство Кубы,исполнителей,правильных,POS
"«Это как мое последнее желание — увидеть Rolling Stones», сказал Хоакин.","{'Source': [['Хоакин'], ['65:71']], 'Target': [['Rolling Stones'], ['41:55']], 'Polar_expression': [['мое последнее желание\xa0— увидеть'], ['9:40']], 'Polarity': 'POS'}",Хоакин,Rolling Stones,мое последнее желание — увидеть,POS
"''Rolling Stones'' прибыли в Гавану в четверг, всего через два дня после завершения исторического визита Обамы, положившего конец более чем пяти десятилетиям взаимной вражды между США и Кубой.","{'Source': [['США'], ['180:183']], 'Target': [['Кубой'], ['186:191']], 'Polar_expression': [['вражды'], ['167:173']], 'Polarity': 'NEG'}",США,Кубой,вражды,NEG
"''Rolling Stones'' прибыли в Гавану в четверг, всего через два дня после завершения исторического визита Обамы, положившего конец более чем пяти десятилетиям взаимной вражды между США и Кубой.","{'Source': [['Кубой'], ['186:191']], 'Target': [['США'], ['180:183']], 'Polar_expression': [['вражды'], ['167:173']], 'Polarity': 'NEG'}",Кубой,США,вражды,NEG
"''Rolling Stones'' прибыли в Гавану в четверг, всего через два дня после завершения исторического визита Обамы, положившего конец более чем пяти десятилетиям взаимной вражды между США и Кубой.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Обамы'], ['105:110']], 'Polar_expression': [['конец более чем пяти десятилетиям взаимной вражды'], ['124:173']], 'Polarity': 'POS'}",AUTHOR,Обамы,конец более чем пяти десятилетиям взаимной вражды,POS
"Еще в аэропорту окруженный репортерами Джаггер сказал, что «что-то явно произошло за последние несколько лет.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"«За всю нашу долгую карьеру нам довелось играть во многих интересных местах, но это шоу в Гаване станет для нас важнейшим событием, и мы надеемся, что и для наших кубинских друзей тоже», — это было отмечено в заявлении группы, опубликованном перед прибытием музыкантов на Кубу.","{'Source': [['музыкантов'], ['258:268']], 'Target': [['Гаване'], ['90:96']], 'Polar_expression': [['интересных местах'], ['58:75']], 'Polarity': 'POS'}",музыкантов,Гаване,интересных местах,POS
"«За всю нашу долгую карьеру нам довелось играть во многих интересных местах, но это шоу в Гаване станет для нас важнейшим событием, и мы надеемся, что и для наших кубинских друзей тоже», — это было отмечено в заявлении группы, опубликованном перед прибытием музыкантов на Кубу.","{'Source': [['музыкантов'], ['258:268']], 'Target': [['Кубу'], ['272:276']], 'Polar_expression': [['интересных местах'], ['58:75']], 'Polarity': 'POS'}",музыкантов,Кубу,интересных местах,POS
В Зимбабве обсуждают победу Мугабе и нарушения на выборах,"{'Source': [['NULL'], ['0:0']], 'Target': [['Мугабе'], ['28:34']], 'Polar_expression': [['нарушения на выборах'], ['37:57']], 'Polarity': 'NEG'}",NULL,Мугабе,нарушения на выборах,NEG
"Высокопоставленный представитель ZANU-PF заявил об уверенной победе Мугабе, который в результате голосования ""похоронил"" своих политических конкурентов.","{'Source': [['ZANU-PF'], ['33:40']], 'Target': [['Мугабе'], ['68:74']], 'Polar_expression': [['уверенной победе'], ['51:67']], 'Polarity': 'POS'}",ZANU-PF,Мугабе,уверенной победе,POS
"Высокопоставленный представитель ZANU-PF заявил об уверенной победе Мугабе, который в результате голосования ""похоронил"" своих политических конкурентов.","{'Source': [['NULL'], ['0:0']], 'Target': [['Мугабе'], ['68:74']], 'Polar_expression': [['""похоронил"" своих политических конкурентов'], ['109:151']], 'Polarity': 'POS'}",NULL,Мугабе,"""похоронил"" своих политических конкурентов",POS
"МОСКВА, 1 авг — РИА Новости.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Представители партии президента Зимбабве в четверг объявили о его победе на выборах главы государства, противники и правозащитники заявляют о массовых нарушениях при голосовании, сообщает агентство Рейтер.","{'Source': [['правозащитники'], ['116:130']], 'Target': [['президента Зимбабве'], ['21:40']], 'Polar_expression': [['массовых нарушениях при голосовании'], ['142:177']], 'Polarity': 'NEG'}",правозащитники,президента Зимбабве,массовых нарушениях при голосовании,NEG
"Представители партии президента Зимбабве в четверг объявили о его победе на выборах главы государства, противники и правозащитники заявляют о массовых нарушениях при голосовании, сообщает агентство Рейтер.","{'Source': [['правозащитники'], ['116:130']], 'Target': [['партии президента Зимбабве'], ['14:40']], 'Polar_expression': [['массовых нарушениях при голосовании'], ['142:177']], 'Polarity': 'NEG'}",правозащитники,партии президента Зимбабве,массовых нарушениях при голосовании,NEG
"В среду в Зимбабве состоялись президентские и парламентские выборы, на которых основными претендентами на пост главы страны были лидер ""Африканского национального союза Зимбабве — Патриотический фронт"" (ZANU-PF) действующий президент 89-летний Роберт Мугабе и глава оппозиционного ""Движения за демократические перемены"" (MDC) премьер-министр Морган Цвангираи.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Цвангираи участвовал в президентских выборах 2008 года и одержал победу в первом туре, однако в результате компромиссного соглашения о разделе власти Мугабе остался президентом страны, а Цвангираи занял пост премьер-министра.","{'Source': [['NULL'], ['0:0']], 'Target': [['Цвангираи'], ['0:9']], 'Polar_expression': [['одержал победу'], ['57:71']], 'Polarity': 'POS'}",NULL,Цвангираи,одержал победу,POS
"Законодательство Зимбабве запрещает сообщать неофициальные результаты выборов, которые должны быть обнародованы властями в течение пяти дней со дня голосования.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Тем не менее, на условиях анонимности высокопоставленный представитель ZANU-PF заявил об уверенной победе Мугабе, который в результате голосования ""похоронил"" своих политических конкурентов.","{'Source': [['представитель ZANU-PF'], ['57:78']], 'Target': [['Мугабе'], ['106:112']], 'Polar_expression': [['уверенной победе'], ['89:105']], 'Polarity': 'POS'}",представитель ZANU-PF,Мугабе,уверенной победе,POS
"Тем не менее, на условиях анонимности высокопоставленный представитель ZANU-PF заявил об уверенной победе Мугабе, который в результате голосования ""похоронил"" своих политических конкурентов.","{'Source': [['представитель ZANU-PF'], ['57:78']], 'Target': [['Мугабе'], ['106:112']], 'Polar_expression': [['""похоронил"" своих политических конкурентов'], ['147:189']], 'Polarity': 'POS'}",представитель ZANU-PF,Мугабе,"""похоронил"" своих политических конкурентов",POS
"Ранее глава группы наблюдателей от Афросоюза заявил, что президентские выборы в Зимбабве прошли мирно, организованно, свободно и честно.","{'Source': [['глава группы наблюдателей от Афросоюза'], ['6:44']], 'Target': [['Зимбабве'], ['80:88']], 'Polar_expression': [['мирно'], ['96:101']], 'Polarity': 'POS'}",глава группы наблюдателей от Афросоюза,Зимбабве,мирно,POS
"Ранее глава группы наблюдателей от Афросоюза заявил, что президентские выборы в Зимбабве прошли мирно, организованно, свободно и честно.","{'Source': [['глава группы наблюдателей от Афросоюза'], ['6:44']], 'Target': [['Зимбабве'], ['80:88']], 'Polar_expression': [['организованно'], ['103:116']], 'Polarity': 'POS'}",глава группы наблюдателей от Афросоюза,Зимбабве,организованно,POS
"Ранее глава группы наблюдателей от Афросоюза заявил, что президентские выборы в Зимбабве прошли мирно, организованно, свободно и честно.","{'Source': [['глава группы наблюдателей от Афросоюза'], ['6:44']], 'Target': [['Зимбабве'], ['80:88']], 'Polar_expression': [['свободно'], ['118:126']], 'Polarity': 'POS'}",глава группы наблюдателей от Афросоюза,Зимбабве,свободно,POS
"Ранее глава группы наблюдателей от Афросоюза заявил, что президентские выборы в Зимбабве прошли мирно, организованно, свободно и честно.","{'Source': [['глава группы наблюдателей от Афросоюза'], ['6:44']], 'Target': [['Зимбабве'], ['80:88']], 'Polar_expression': [['честно'], ['129:135']], 'Polarity': 'POS'}",глава группы наблюдателей от Афросоюза,Зимбабве,честно,POS
Ранее озабоченность в связи с организацией выборов и подсчетом голосов в Зимбабве выражали и представители США.,"{'Source': [['США'], ['107:110']], 'Target': [['Зимбабве'], ['73:81']], 'Polar_expression': [['озабоченность'], ['6:19']], 'Polarity': 'NEG'}",США,Зимбабве,озабоченность,NEG
Двадцать семь кандидатов претендуют на пост президента Мали,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
В воскресенье в стране состоятся первые президентские выборы после военного путча и последующего перехода северных областей под контроль исламистов и повстанцев-туарегов весной 2012 года.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Двадцать семь кандидатов в воскресенье примут участие в выборах президента Мали, в числе участников предвыборной гонки — несколько бывших премьер-министров страны, а также одна женщина.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Это первые в Мали президентские выборы после военного путча и последующего перехода северных областей страны под контроль исламистов и повстанцев-туарегов весной 2012 года.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Туарегское Национальное движение за освобождение Азавада (НДОА) в апреле 2012 года провозгласило независимое государство Азавад на севере Мали.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Позднее экстремисты вытеснили НДОА с подконтрольных территорий.,"{'Source': [['экстремисты'], ['8:19']], 'Target': [['НДОА'], ['30:34']], 'Polar_expression': [['вытеснили'], ['20:29']], 'Polarity': 'NEG'}",экстремисты,НДОА,вытеснили,NEG
Позднее экстремисты вытеснили НДОА с подконтрольных территорий.,"{'Source': [['НДОА'], ['30:34']], 'Target': [['экстремисты'], ['8:19']], 'Polar_expression': [['вытеснили'], ['20:29']], 'Polarity': 'NEG'}",НДОА,экстремисты,вытеснили,NEG
Позднее экстремисты вытеснили НДОА с подконтрольных территорий.,"{'Source': [['AUTHOR'], ['NULL']], 'Target': [['экстремисты'], ['8:19']], 'Polar_expression': [['экстремисты'], ['8:19']], 'Polarity': 'NEG'}",AUTHOR,экстремисты,экстремисты,NEG
"Французские и малийские военные, в свою очередь, в начале этого года вытеснили экстремистов из крупнейших северных городов, однако НДОА установило в городе Кидаль свое правительство.","{'Source': [['военные'], ['24:31']], 'Target': [['экстремистов'], ['79:91']], 'Polar_expression': [['вытеснили'], ['69:78']], 'Polarity': 'NEG'}",военные,экстремистов,вытеснили,NEG
